id,name,source,rarity,acquired_runs,wins,win_rate,ci_low,ci_high,baseline_delta,median_floor,rarity_rank,rarity_pool,a0_runs,a0_wins,a0_win_rate,a0_rarity_rank,a0_rarity_pool,a10_runs,a10_wins,a10_win_rate,a10_rarity_rank,a10_rarity_pool
DARKSTONE_PERIAPT,黑石护符,原版,Event,19,12,0.631578947368421,0.41039533164803066,0.8085048725486492,0.062206153450419355,5,,,4,2,0.5,,,6,3,0.5,,
DREAM_CATCHER,捕梦网,原版,Event,21,13,0.6190476190476191,0.4087865377511576,0.7924898863143551,0.049674825129617406,4,,,11,8,0.7272727272727273,,,6,3,0.5,,
THE_BOOT,发条靴,原版,Event,25,15,0.6,0.40739457358967,0.7659669762225203,0.030627206081998315,4,,,10,5,0.5,,,4,2,0.5,,
BYRDPIP,异鸟宝宝,原版,Event,22,13,0.5909090909090909,0.3873481847631513,0.7674418380352814,0.021536296991089277,10.0,,,7,3,0.42857142857142855,,,4,3,0.75,,
HAND_DRILL,手钻,原版,Event,30,17,0.5666666666666667,0.3919730700081361,0.7262251442353347,-0.002706127251335011,6.0,,,11,6,0.5454545454545454,,,6,4,0.6666666666666666,,
FRESNEL_LENS,菲涅耳透镜,原版,Event,99,54,0.5454545454545454,0.4475069462953531,0.6400063980621171,-0.02391824846345625,6,,,38,16,0.42105263157894735,,,17,10,0.5882352941176471,,
SWORD_OF_STONE,石之剑,原版,Event,211,109,0.5165876777251185,0.44946835471510027,0.5831138109359074,-0.052785116192883175,5,,,82,35,0.4268292682926829,,,32,18,0.5625,,
CIRCLET,头环,原版,None,5,4,0.8,0.37553462976252533,0.9637758913675698,0.23062720608199838,33,,,1,1,1.0,,,1,1,1.0,,
DEPRECATED_RELIC,弃用遗物,原版,None,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,0.09729387274866497,5,,,3,2,0.6666666666666666,,,0,0,,,
DEMON_TONGUE,恶魔之舌,原版,Rare,1,1,1.0,0.20654931437723745,1.0,0.43062720608199834,39,,,1,1,1.0,,,0,0,,,
POWER_CELL,能量电池,原版,Rare,1,1,1.0,0.20654931437723745,1.0,0.43062720608199834,36,,,1,1,1.0,,,0,0,,,
BEATING_REMNANT,律动残余,原版,Rare,150,139,0.9266666666666666,0.8734642066329596,0.9585611848396149,0.357293872748665,28.5,1,38,55,49,0.8909090909090909,2,38,29,27,0.9310344827586207,1,35
BELLOWS,风箱,原版,Rare,143,127,0.8881118881118881,0.8259716947868067,0.929945611479814,0.31873909419388646,30,2,38,46,38,0.8260869565217391,15,38,19,17,0.8947368421052632,,
RAZOR_TOOTH,剃刀牙,原版,Rare,163,144,0.8834355828220859,0.8251202631536756,0.9240939962010002,0.31406278890408423,29,3,38,51,44,0.8627450980392157,6,38,29,23,0.7931034482758621,16,35
RAINBOW_RING,彩虹戒指,原版,Rare,156,137,0.8782051282051282,0.8176065248011265,0.9206249757782646,0.30883233428712653,29.5,4,38,62,54,0.8709677419354839,4,38,27,21,0.7777777777777778,19,35
MGR_MOD_RELIC_MGR_FUMO,Fumo,MGR,Rare,143,125,0.8741258741258742,0.8098019533303097,0.9188750896474237,0.3047530802078725,29,5,38,42,39,0.9285714285714286,1,38,30,23,0.7666666666666667,21,35
SHURIKEN,手里剑,原版,Rare,191,166,0.8691099476439791,0.8139182587885877,0.909747027097808,0.2997371537259774,29,6,38,66,55,0.8333333333333334,12,38,32,26,0.8125,12,35
CAPTAINS_WHEEL,舵盘,原版,Rare,195,169,0.8666666666666667,0.8118061821518381,0.9073597344940998,0.29729387274866503,26,7,38,54,47,0.8703703703703703,5,38,48,36,0.75,24,35
CHANDELIER,吊灯,原版,Rare,170,147,0.8647058823529412,0.8051674349608805,0.9081261650882179,0.29533308843493955,26.5,8,38,54,44,0.8148148148148148,18,38,27,22,0.8148148148148148,11,35
MGR_MOD_RELIC_LITTLE_ANGEL,小天使,MGR,Rare,118,102,0.864406779661017,0.7910519425571667,0.9147833357823714,0.2950339857430153,27.0,9,38,42,36,0.8571428571428571,7,38,26,22,0.8461538461538461,6,35
MGR_MOD_RELIC_YOUR_STAGE,“你的舞台”,MGR,Rare,134,115,0.8582089552238806,0.7891423611607532,0.9073099313594385,0.28883616130587897,31.0,10,38,35,29,0.8285714285714286,13,38,29,22,0.7586206896551724,23,35
CLOAK_CLASP,斗篷扣,原版,Rare,146,125,0.8561643835616438,0.7901083366787386,0.9039585845760142,0.28679158964364215,29.0,11,38,44,36,0.8181818181818182,17,38,34,26,0.7647058823529411,22,35
TUNGSTEN_ROD,钨合金棍,原版,Rare,145,124,0.8551724137931035,0.7887296914856833,0.9032818005817368,0.28579961987510183,30,12,38,39,31,0.7948717948717948,21,38,39,34,0.8717948717948718,3,35
MANGO,芒果,原版,Rare,189,160,0.8465608465608465,0.788322878359742,0.8909916259025654,0.27718805264284485,27,13,38,68,56,0.8235294117647058,16,38,28,23,0.8214285714285714,10,35
ICE_CREAM,冰淇淋,原版,Rare,210,177,0.8428571428571429,0.787532454788261,0.8858636246910876,0.2734843489391412,30.0,14,38,69,58,0.8405797101449275,10,38,50,37,0.74,28,35
STURDY_CLAMP,坚固钳子,原版,Rare,176,148,0.8409090909090909,0.7796770082722366,0.8875773655907038,0.2715362969910893,26.0,15,38,61,47,0.7704918032786885,23,38,35,28,0.8,13,35
INTIMIDATING_HELMET,骇人头盔,原版,Rare,169,142,0.8402366863905325,0.7775323772921549,0.8878172488024797,0.27086389247253084,27,16,38,58,48,0.8275862068965517,14,38,30,24,0.8,14,35
VEXING_PUZZLEBOX,烦人机关盒,原版,Rare,130,109,0.8384615384615385,0.7656455219792079,0.8918488058276387,0.2690887445435368,28.0,17,38,51,45,0.8823529411764706,3,38,27,20,0.7407407407407407,27,35
THE_COURIER,送货员,原版,Rare,185,155,0.8378378378378378,0.7779462116353025,0.8839847053392805,0.26846504391983617,24,18,38,74,58,0.7837837837837838,22,38,38,32,0.8421052631578947,8,35
LIZARD_TAIL,蜥蜴尾巴,原版,Rare,177,148,0.8361581920903954,0.7746013647864038,0.8834335834827842,0.2667853981723938,26,19,38,67,54,0.8059701492537313,19,38,28,20,0.7142857142857143,30,35
GAMBLING_CHIP,赌博筹码,原版,Rare,163,136,0.8343558282208589,0.7697240494367311,0.8835907847205461,0.2649830343028572,28,20,38,61,49,0.8032786885245902,20,38,38,32,0.8421052631578947,7,35
MUMMIFIED_HAND,干瘪之手,原版,Rare,205,171,0.8341463414634146,0.7771813386962159,0.8788186757339871,0.26477354754541294,26,21,38,65,46,0.7076923076923077,30,38,42,36,0.8571428571428571,4,35
STONE_CALENDAR,历石,原版,Rare,149,124,0.8322147651006712,0.7640385092411148,0.883691503046597,0.2628419711826695,31,22,38,49,41,0.8367346938775511,11,38,22,17,0.7727272727272727,20,35
ART_OF_WAR,孙子兵法,原版,Rare,159,132,0.8301886792452831,0.7642074836821473,0.8805914560990067,0.2608158853272814,28,23,38,58,49,0.8448275862068966,9,38,34,23,0.6764705882352942,32,35
WHITE_BEAST_STATUE,白兽雕像,原版,Rare,98,81,0.826530612244898,0.7396490798496071,0.888778681703581,0.2571578183268963,24.0,24,38,33,23,0.696969696969697,33,38,20,18,0.9,2,35
UNCEASING_TOP,不休陀螺,原版,Rare,158,130,0.8227848101265823,0.7557966860904218,0.8744497337284142,0.25341201620858067,26.0,26,38,54,40,0.7407407407407407,25,38,32,25,0.78125,18,35
KUNAI,苦无,原版,Rare,158,130,0.8227848101265823,0.7557966860904218,0.8744497337284142,0.25341201620858067,28.0,25,38,46,35,0.7608695652173914,24,38,38,30,0.7894736842105263,17,35
UNSETTLING_LAMP,不安油灯,原版,Rare,162,133,0.8209876543209876,0.7547346079921342,0.8723703435655072,0.251614860402986,27.0,27,38,52,38,0.7307692307692307,26,38,28,24,0.8571428571428571,5,35
GIRYA,壶铃,原版,Rare,185,150,0.8108108108108109,0.7482707259835428,0.8607057176330737,0.2414380168928092,17,28,38,59,42,0.711864406779661,27,38,29,23,0.7931034482758621,15,35
MEAT_ON_THE_BONE,带骨肉,原版,Rare,151,122,0.8079470198675497,0.7377936254451245,0.8628207107172188,0.23857422594954802,26,29,38,46,39,0.8478260869565217,8,38,33,23,0.696969696969697,31,35
POCKETWATCH,怀表,原版,Rare,99,78,0.7878787878787878,0.6973865358285883,0.8568646451020564,0.21850599396078618,26,30,38,47,33,0.7021276595744681,31,38,15,12,0.8,,
OLD_COIN,古钱币,原版,Rare,122,96,0.7868852459016393,0.7060455734439186,0.8502098979722215,0.21751245198363767,22.0,31,38,43,30,0.6976744186046512,32,38,23,19,0.8260869565217391,9,35
WHITE_STAR,白星,原版,Rare,130,101,0.7769230769230769,0.6979992955195955,0.8399506090496425,0.20755028300507528,20.0,32,38,48,34,0.7083333333333334,29,38,32,24,0.75,25,35
PRAYER_WHEEL,转经轮,原版,Rare,172,132,0.7674418604651163,0.6988846621680654,0.8243139089596491,0.19806906654711465,20.0,33,38,59,42,0.711864406779661,28,38,27,20,0.7407407407407407,26,35
GAME_PIECE,棋子,原版,Rare,105,79,0.7523809523809524,0.6618966438611229,0.825050155403231,0.1830081584629507,26,34,38,46,31,0.6739130434782609,34,38,19,16,0.8421052631578947,,
SHOVEL,铲子,原版,Rare,169,125,0.7396449704142012,0.6686810872075686,0.7999564755199566,0.17027217649619952,17,35,38,61,38,0.6229508196721312,35,38,30,19,0.6333333333333333,33,35
MOLTEN_EGG,熔火之蛋,原版,Rare,198,126,0.6363636363636364,0.5673541354216028,0.7001825753984022,0.06699084244563469,8.0,36,38,63,31,0.49206349206349204,38,38,50,36,0.72,29,35
FROZEN_EGG,冻结之蛋,原版,Rare,215,135,0.627906976744186,0.5615816067044774,0.6897418870082188,0.05853418282618439,10,37,38,74,42,0.5675675675675675,36,38,45,28,0.6222222222222222,34,35
TOXIC_EGG,毒素之蛋,原版,Rare,222,139,0.6261261261261262,0.5608428139473022,0.6871187440962144,0.05675333220812451,10.0,38,38,83,44,0.5301204819277109,37,38,42,26,0.6190476190476191,35,35
BELT_BUCKLE,腰带扣,原版,Shop,29,28,0.9655172413793104,0.8282447812067973,0.9938867857072374,0.3961444474613087,39,1,25,12,11,0.9166666666666666,,,6,6,1.0,,
RINGING_TRIANGLE,三角铃鼓,原版,Shop,36,34,0.9444444444444444,0.8185534279135275,0.9846300133358382,0.37507165052644276,33.5,2,25,13,12,0.9230769230769231,,,7,6,0.8571428571428571,,
CAULDRON,大锅,原版,Shop,16,15,0.9375,0.7167126242970107,0.9888806552353576,0.36812720608199834,36.5,,,7,7,1.0,,,1,1,1.0,,
KIFUDA,木札,原版,Shop,71,66,0.9295774647887324,0.8455098688621009,0.969546397560289,0.3602046708707307,37,3,25,34,32,0.9411764705882353,1,16,8,8,1.0,,
DINGY_RUG,肮脏地毯,原版,Shop,26,24,0.9230769230769231,0.7585844622837095,0.9786449115277238,0.35370412915892147,1.0,4,25,3,3,1.0,,,5,5,1.0,,
THE_ABACUS,算盘,原版,Shop,69,62,0.8985507246376812,0.8050811424505202,0.9499833618915401,0.3291779307196795,36,5,25,25,22,0.88,4,16,15,14,0.9333333333333333,,
GNARLED_HAMMER,扭曲锤子,原版,Shop,59,53,0.8983050847457628,0.795361863737675,0.9525520275375955,0.3289322908277611,31,6,25,24,20,0.8333333333333334,12,16,13,12,0.9230769230769231,,
PUNCH_DAGGER,拳刃,原版,Shop,106,95,0.8962264150943396,0.8236781566158943,0.9410604120617315,0.326853621176338,36.0,7,25,30,27,0.9,3,16,29,24,0.8275862068965517,1,4
MYSTIC_LIGHTER,神秘打火机,原版,Shop,48,43,0.8958333333333334,0.7783257830561368,0.9546782809581869,0.3264605394153317,38.0,8,25,16,15,0.9375,,,8,8,1.0,,
TOOLBOX,工具箱,原版,Shop,44,39,0.8863636363636364,0.7602084758339172,0.950472193989075,0.3169908424456347,33.5,9,25,16,13,0.8125,,,11,10,0.9090909090909091,,
WING_CHARM,羽翼护符,原版,Shop,43,38,0.8837209302325582,0.7552083818991787,0.9492957226019584,0.3143481363145565,24,10,25,14,11,0.7857142857142857,,,6,6,1.0,,
CHEMICAL_X,化学物X,原版,Shop,74,65,0.8783783783783784,0.7847341343323124,0.9346768434217738,0.30900558446037674,30.5,11,25,26,22,0.8461538461538461,9,16,11,8,0.7272727272727273,,
DOLLYS_MIRROR,多利之镜,原版,Shop,115,100,0.8695652173913043,0.7959024584651849,0.9193361530722793,0.30019242347330266,30,12,25,36,26,0.7222222222222222,16,16,19,19,1.0,,
BURNING_STICKS,燃烧木棍,原版,Shop,53,46,0.8679245283018868,0.7515974469109508,0.9345214671553674,0.29855173438388516,36,13,25,18,15,0.8333333333333334,,,11,10,0.9090909090909091,,
GHOST_SEED,幽灵种子,原版,Shop,90,78,0.8666666666666667,0.7812606949930235,0.9220531795931369,0.29729387274866503,31.0,14,25,28,21,0.75,14,16,17,16,0.9411764705882353,,
BREAD,面包,原版,Shop,64,55,0.859375,0.7538371825842297,0.9242142744396914,0.29000220608199834,31.0,15,25,22,19,0.8636363636363636,6,16,17,15,0.8823529411764706,,
ORRERY,星系仪,原版,Shop,119,102,0.8571428571428571,0.7830941981595465,0.9088546016676395,0.28777006322485543,28,16,25,42,35,0.8333333333333334,11,16,17,15,0.8823529411764706,,
SLING_OF_COURAGE,勇气投石索,原版,Shop,34,29,0.8529411764705882,0.6987194350454783,0.9355055855521753,0.28356838255258654,34.0,17,25,16,12,0.75,,,4,3,0.75,,
LEES_WAFFLE,李家华夫饼,原版,Shop,87,74,0.8505747126436781,0.7609539966071731,0.9105455674894781,0.28120191872567646,31,18,25,33,30,0.9090909090909091,2,16,12,8,0.6666666666666666,,
ROYAL_STAMP,王室印章,原版,Shop,100,85,0.85,0.7671644040916763,0.9069401471634337,0.2806272060819983,30.5,19,25,39,33,0.8461538461538461,8,16,17,13,0.7647058823529411,,
MEMBERSHIP_CARD,会员卡,原版,Shop,264,221,0.8371212121212122,0.7878008607404905,0.8767713857807686,0.2677484182032105,23.0,20,25,101,82,0.8118811881188119,13,16,46,33,0.717391304347826,3,4
LAVA_LAMP,熔岩灯,原版,Shop,51,42,0.8235294117647058,0.6974585747569192,0.9042759653087368,0.2541566178467042,30.0,21,25,22,19,0.8636363636363636,7,16,13,9,0.6923076923076923,,
DRAGON_FRUIT,火龙果,原版,Shop,101,83,0.8217821782178217,0.7357944166164331,0.8841893257995012,0.25240938429982007,22,22,25,33,29,0.8787878787878788,5,16,17,9,0.5294117647058824,,
MGR_MOD_RELIC_BLACK_GOLD_RECORD,黑金唱片,MGR,Shop,123,100,0.8130081300813008,0.7350154100623674,0.8720416256726826,0.24363533616329913,22,23,25,56,47,0.8392857142857143,10,16,20,12,0.6,4,4
MINIATURE_TENT,微型帐篷,原版,Shop,273,216,0.7912087912087912,0.7391199540590699,0.8352159878093112,0.2218359972907895,21,24,25,109,79,0.7247706422018348,15,16,48,35,0.7291666666666666,2,4
SCREAMING_FLAGON,尖叫酒壶,原版,Shop,24,17,0.7083333333333334,0.5083230633550337,0.8508535180303913,0.1389605394153317,36.0,25,25,7,5,0.7142857142857143,,,4,1,0.25,,
DIVINE_RIGHT,天赋君权,原版,Starter,1,1,1.0,0.20654931437723745,1.0,0.43062720608199834,34,,,0,0,,,,0,0,,,
MGR_MOD_RELIC_JOURNEY_WITH_ME,“与我同行”,MGR,Starter,283,240,0.8480565371024735,0.8015932277854538,0.8851973108275353,0.27868374318447187,18,,,102,88,0.8627450980392157,,,61,44,0.7213114754098361,,
MGR_MOD_RELIC_MY_FRIEND,“我的朋友”,MGR,Starter,3403,1859,0.54628269174258,0.529512838878999,0.562948170477462,-0.023090102175421623,1,,,1361,625,0.4592211609110948,,,647,330,0.5100463678516228,,
BOUND_PHYLACTERY,缚魂命匣,原版,Starter,1,0,0.0,0.0,0.7934506856227626,-0.5693727939180017,6,,,0,0,,,,1,0,0.0,,
RING_OF_THE_SNAKE,蛇之戒指,原版,Starter,1,0,0.0,0.0,0.7934506856227626,-0.5693727939180017,6,,,1,0,0.0,,,0,0,,,
FUNERARY_MASK,葬礼面具,原版,Uncommon,1,1,1.0,0.20654931437723745,1.0,0.43062720608199834,39,,,1,1,1.0,,,0,0,,,
TINGSHA,铜钹,原版,Uncommon,1,1,1.0,0.20654931437723745,1.0,0.43062720608199834,36,,,1,1,1.0,,,0,0,,,
MINIATURE_CANNON,微型大炮,原版,Uncommon,322,276,0.8571428571428571,0.8147051340301188,0.8911596163685274,0.28777006322485543,27.0,1,33,109,90,0.8256880733944955,4,33,75,63,0.84,10,32
ORICHALCUM,奥利哈钢,原版,Uncommon,187,159,0.8502673796791443,0.7921052209799252,0.8943284334760574,0.2808945857611427,26,2,33,75,63,0.84,1,33,19,14,0.7368421052631579,,
MGR_MOD_RELIC_PALE_FLOWER,苍白花,MGR,Uncommon,288,244,0.8472222222222222,0.8011229849664376,0.8841806069501545,0.27784942830422055,29.0,3,33,87,70,0.8045977011494253,8,33,66,57,0.8636363636363636,1,32
TUNING_FORK,音叉,原版,Uncommon,340,287,0.8441176470588235,0.8017393506108825,0.8788068546157128,0.27474485314082187,26.0,4,33,99,71,0.7171717171717171,27,33,58,50,0.8620689655172413,3,32
PARRYING_SHIELD,招架盾,原版,Uncommon,314,265,0.8439490445859873,0.7996796231507269,0.8799044713894805,0.27457625066798563,26.0,5,33,108,89,0.8240740740740741,7,33,55,44,0.8,17,32
LETTER_OPENER,开信刀,原版,Uncommon,313,264,0.8434504792332268,0.7990589990468345,0.8795138139942519,0.27407768531522514,28,6,33,97,81,0.8350515463917526,2,33,64,49,0.765625,23,32
MGR_MOD_RELIC_CLICK_TRACK,“咔哒咔哒”,MGR,Uncommon,321,269,0.838006230529595,0.7937433576241877,0.8742748220373548,0.26863343661159333,27,7,33,114,95,0.8333333333333334,3,33,53,45,0.8490566037735849,8,32
MERCURY_HOURGLASS,水银沙漏,原版,Uncommon,332,277,0.8343373493975904,0.7905679897686393,0.8704582003257941,0.26496455547958875,27.0,8,33,125,95,0.76,17,33,58,48,0.8275862068965517,13,32
SPARKLING_ROUGE,闪亮口红,原版,Uncommon,333,277,0.8318318318318318,0.7879270724434227,0.86816793668561,0.2624590379138302,27,9,33,108,82,0.7592592592592593,18,33,50,39,0.78,19,32
PEN_NIB,钢笔尖,原版,Uncommon,313,259,0.8274760383386581,0.7817131510560675,0.8652981357970615,0.25810324442065646,26,10,33,102,74,0.7254901960784313,25,33,60,51,0.85,7,32
PEAR,梨子,原版,Uncommon,394,326,0.8274111675126904,0.7869824268184389,0.8615171055449788,0.25803837359468873,26.0,11,33,145,114,0.7862068965517242,13,33,66,55,0.8333333333333334,11,32
KUSARIGAMA,锁镰,原版,Uncommon,309,255,0.8252427184466019,0.7789780833492633,0.8635198795412743,0.25586992452860025,27,12,33,109,86,0.7889908256880734,12,33,59,50,0.847457627118644,9,32
NUNCHAKU,双截棍,原版,Uncommon,328,270,0.823170731707317,0.7782103144476459,0.8606489792446205,0.25379793778931536,26.0,13,33,116,93,0.8017241379310345,9,33,51,40,0.7843137254901961,18,32
RIPPLE_BASIN,波纹水盆,原版,Uncommon,276,227,0.822463768115942,0.7730482172906671,0.863026225538949,0.25309097419794035,26.0,14,33,80,66,0.825,6,33,66,51,0.7727272727272727,21,32
PETRIFIED_TOAD,石化蟾蜍,原版,Uncommon,298,245,0.8221476510067114,0.7747150375847409,0.8613804833889225,0.2527748570887097,26.0,15,33,103,85,0.8252427184466019,5,33,63,49,0.7777777777777778,20,32
ETERNAL_FEATHER,永恒羽毛,原版,Uncommon,336,276,0.8214285714285714,0.7769141227214711,0.8586763692377959,0.25205577751056973,26.0,16,33,107,79,0.7383177570093458,23,33,67,54,0.8059701492537313,16,32
STONE_CRACKER,碎石钻,原版,Uncommon,324,266,0.8209876543209876,0.7755585230109844,0.8588944859166056,0.251614860402986,26.0,17,33,122,92,0.7540983606557377,19,33,57,49,0.8596491228070176,5,32
VAMBRACE,臂甲,原版,Uncommon,314,257,0.8184713375796179,0.7720720888822756,0.8571724430993979,0.2490985436616162,26.0,18,33,94,72,0.7659574468085106,15,33,51,44,0.8627450980392157,2,32
REPTILE_TRINKET,爬行动物饰品,原版,Uncommon,330,270,0.8181818181818182,0.7729854399877929,0.856055664558754,0.24880902426381657,27.0,19,33,115,92,0.8,10,33,52,43,0.8269230769230769,14,32
TINY_MAILBOX,小邮箱,原版,Uncommon,233,190,0.8154506437768241,0.760664564016412,0.8600037967172107,0.24607784985882242,26,20,33,66,49,0.7424242424242424,20,33,59,49,0.8305084745762712,12,32
MGR_MOD_RELIC_MAGUROYAKI,鮪鱼烧,MGR,Uncommon,287,234,0.8153310104529616,0.7663772558053018,0.8559549272813872,0.24595821653495997,28,21,33,88,64,0.7272727272727273,24,33,65,56,0.8615384615384616,4,32
HORN_CLEAT,船夹板,原版,Uncommon,328,267,0.8140243902439024,0.7683687326193018,0.8524096376665797,0.24465159632590072,26.0,22,33,110,87,0.7909090909090909,11,33,61,44,0.7213114754098361,29,32
CANDELABRA,烛台,原版,Uncommon,371,302,0.8140161725067385,0.7712775122810349,0.8503186172747832,0.24464337858873686,26,23,33,127,97,0.7637795275590551,16,33,64,49,0.765625,22,32
PANTOGRAPH,缩放仪,原版,Uncommon,358,288,0.8044692737430168,0.7602442944803569,0.8422295091310394,0.23509647982501514,26.0,24,33,120,89,0.7416666666666667,21,33,66,50,0.7575757575757576,25,32
ORNAMENTAL_FAN,精致折扇,原版,Uncommon,365,291,0.7972602739726027,0.7530180489580237,0.8353106077331719,0.22788748005460102,26,25,33,138,102,0.7391304347826086,22,33,63,48,0.7619047619047619,24,32
AKABEKO,赤牛,原版,Uncommon,309,244,0.7896440129449838,0.7407849620350757,0.8313898407380895,0.2202712190269821,26,26,33,92,64,0.6956521739130435,29,33,62,45,0.7258064516129032,28,32
JOSS_PAPER,金纸,原版,Uncommon,256,201,0.78515625,0.7308246699718836,0.8310564119102367,0.21578345608199834,26.5,27,33,87,61,0.7011494252873564,28,33,56,48,0.8571428571428571,6,32
GREMLIN_HORN,地精之角,原版,Uncommon,312,244,0.782051282051282,0.7329606342559155,0.824280966188682,0.21267848813328039,26.0,28,33,97,70,0.7216494845360825,26,33,56,42,0.75,26,32
LUCKY_FYSH,招财异鱼,原版,Uncommon,214,167,0.780373831775701,0.7202320328294718,0.8306272969309496,0.2110010378576993,20.0,29,33,62,48,0.7741935483870968,14,33,43,31,0.7209302325581395,30,32
PERMAFROST,永冻冰晶,原版,Uncommon,316,239,0.7563291139240507,0.7061021994126017,0.8003987420141901,0.186956320006049,26.0,30,33,108,74,0.6851851851851852,31,33,60,43,0.7166666666666667,31,32
PLANISPHERE,活动星图,原版,Uncommon,269,200,0.7434944237918215,0.6881349286728821,0.7919973817399958,0.17412162987381985,18,31,33,91,57,0.6263736263736264,33,33,54,44,0.8148148148148148,15,32
LASTING_CANDY,吃不完的糖,原版,Uncommon,243,180,0.7407407407407407,0.6821972290789899,0.7917912190487164,0.17136794682273904,23,32,33,75,52,0.6933333333333334,30,33,41,29,0.7073170731707317,32,32
BOWLER_HAT,圆顶礼帽,原版,Uncommon,235,174,0.7404255319148936,0.6808255479707495,0.7922916426457787,0.1710527379968919,24,33,33,71,45,0.6338028169014085,32,33,52,39,0.75,27,32
